VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
7.500000e-01 4.069446e+00 1.000025e+00 9.798927e-01 9.997349e-01 1.000029e+00 1.183111e+00 3 0 -2.316134e-03 4.591754e-02 6.415886e-03 1.189971e-03 -3.950166e-02
7.256137e-01 4.317443e+00 1.000041e+00 9.903622e-01 9.997965e-01 1.000056e+00 1.189352e+00 3 0 -2.870620e-03 4.218591e-02 2.767894e-03 5.458294e-04 -3.941802e-02
5.000000e-01 4.047835e+00 9.999683e-01 9.794488e-01 9.981484e-01 9.999490e-01 1.181905e+00 3 0 -2.276703e-03 4.698484e-02 5.852182e-03 4.819419e-03 -4.113266e-02
4.756137e-01 4.295615e+00 9.999930e-01 9.901426e-01 9.991117e-01 9.999889e-01 1.188821e+00 3 0 -2.888643e-03 4.313275e-02 2.341112e-03 4.143489e-03 -4.079163e-02
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
7.256137e-01 4.317443e+00 1.000017e+00 9.907289e-01 9.998263e-01 1.000022e+00 1.189594e+00 3 0 -1.201690e-03 2.264094e-02 2.736906e-03 6.903164e-04 -1.990403e-02
7.021646e-01 4.565493e+00 1.000017e+00 9.958234e-01 9.998889e-01 1.000024e+00 1.192665e+00 3 0 -1.434634e-03 2.040496e-02 1.101513e-03 3.590448e-04 -1.930345e-02
4.756137e-01 4.295615e+00 9.999940e-01 9.905198e-01 9.991453e-01 9.999894e-01 1.189066e+00 3 0 -1.185732e-03 2.317310e-02 2.486156e-03 2.325811e-03 -2.068695e-02
4.521646e-01 4.543464e+00 9.999975e-01 9.957254e-01 9.996133e-01 9.999960e-01 1.192446e+00 3 0 -1.447791e-03 2.086800e-02 9.128836e-04 1.975966e-03 -1.995512e-02
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
7.021646e-01 4.565493e+00 1.000006e+00 9.960071e-01 9.999042e-01 1.000008e+00 1.192786e+00 3 0 -5.678401e-04 1.036348e-02 1.092807e-03 3.593978e-04 -9.270677e-03
6.805537e-01 4.813677e+00 1.000006e+00 9.983086e-01 9.999464e-01 1.000008e+00 1.194185e+00 3 0 -6.581483e-04 9.158111e-03 4.085030e-04 2.023420e-04 -8.749608e-03
4.521646e-01 4.543464e+00 9.999975e-01 9.959143e-01 9.996302e-01 9.999959e-01 1.192569e+00 3 0 -5.630801e-04 1.061019e-02 9.883797e-04 1.047499e-03 -9.621806e-03
4.305537e-01 4.791469e+00 9.999981e-01 9.982671e-01 9.998427e-01 9.999973e-01 1.194100e+00 3 0 -6.660746e-04 9.369190e-03 3.304636e-04 8.807692e-04 -9.038726e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.805537e-01 4.813677e+00 1.000001e+00 9.983933e-01 9.999536e-01 1.000001e+00 1.194241e+00 3 0 -2.445147e-04 4.409561e-03 4.076534e-04 1.696519e-04 -4.001908e-03
6.616117e-01 5.062070e+00 1.000001e+00 9.993599e-01 9.999768e-01 1.000002e+00 1.194832e+00 3 0 -2.778007e-04 3.819219e-03 1.406508e-04 1.003471e-04 -3.678568e-03
4.305537e-01 4.791469e+00 9.999981e-01 9.983541e-01 9.998506e-01 9.999972e-01 1.194157e+00 3 0 -2.437618e-04 4.517165e-03 3.669762e-04 4.397394e-04 -4.150189e-03
4.116117e-01 5.039710e+00 9.999988e-01 9.993431e-01 9.999404e-01 9.999983e-01 1.194801e+00 3 0 -2.820062e-04 3.910056e-03 1.104798e-04 3.658860e-04 -3.799576e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.616117e-01 5.062070e+00 9.999994e-01 9.993959e-01 9.999799e-01 9.999991e-01 1.194856e+00 3 0 -9.590104e-05 1.745635e-03 1.416161e-04 7.290692e-05 -1.604019e-03
6.460663e-01 5.310740e+00 1.000000e+00 9.997736e-01 9.999909e-01 1.000000e+00 1.195088e+00 3 0 -1.080759e-04 1.481308e-03 4.468266e-05 4.430801e-05 -1.436626e-03
4.116117e-01 5.039710e+00 9.999988e-01 9.993801e-01 9.999438e-01 9.999982e-01 1.194825e+00 3 0 -9.618134e-05 1.790268e-03 1.268352e-04 1.716138e-04 -1.663433e-03
3.960663e-01 5.288260e+00 9.999994e-01 9.997671e-01 9.999790e-01 9.999991e-01 1.195077e+00 3 0 -1.101091e-04 1.518598e-03 3.381519e-05 1.410677e-04 -1.484782e-03
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.460663e-01 5.310740e+00 9.999994e-01 9.997878e-01 9.999921e-01 9.999991e-01 1.195097e+00 3 0 -3.420845e-05 6.432956e-04 4.555396e-05 2.865275e-05 -5.977417e-04
6.345151e-01 5.559747e+00 9.999998e-01 9.999252e-01 9.999967e-01 9.999998e-01 1.195182e+00 3 0 -3.880602e-05 5.346428e-04 1.294649e-05 1.760962e-05 -5.216963e-04
3.960663e-01 5.288260e+00 9.999994e-01 9.997817e-01 9.999804e-01 9.999991e-01 1.195087e+00 3 0 -3.455870e-05 6.610211e-04 4.056767e-05 6.210460e-05 -6.204535e-04
3.845151e-01 5.537178e+00 9.999997e-01 9.999228e-01 9.999931e-01 9.999996e-01 1.195178e+00 3 0 -3.971335e-05 5.493233e-04 9.317197e-06 5.030471e-05 -5.400061e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.345151e-01 5.559747e+00 9.999996e-01 9.999304e-01 9.999972e-01 9.999994e-01 1.195185e+00 3 0 -1.106694e-05 2.207265e-04 1.342780e-05 1.038401e-05 -2.072987e-04
6.274018e-01 5.809132e+00 9.999999e-01 9.999769e-01 9.999989e-01 9.999998e-01 1.195214e+00 3 0 -1.287360e-05 1.796115e-04 3.340449e-06 6.391962e-06 -1.762710e-04
3.845151e-01 5.537178e+00 9.999997e-01 9.999281e-01 9.999936e-01 9.999996e-01 1.195182e+00 3 0 -1.128400e-05 2.274749e-04 1.187845e-05 2.081728e-05 -2.155965e-04
3.774018e-01 5.786511e+00 9.999999e-01 9.999761e-01 9.999979e-01 9.999999e-01 1.195213e+00 3 0 -1.324815e-05 1.851502e-04 2.225366e-06 1.656441e-05 -1.829249e-04
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.274018e-01 5.809132e+00 9.999998e-01 9.999787e-01 9.999990e-01 9.999997e-01 1.195215e+00 3 0 -3.232026e-06 7.050851e-05 3.555466e-06 3.517352e-06 -6.695304e-05
6.250000e-01 6.058925e+00 9.999999e-01 9.999934e-01 9.999996e-01 9.999999e-01 1.195224e+00 3 0 -3.948955e-06 5.616028e-05 7.249542e-07 2.161163e-06 -5.543533e-05
3.774018e-01 5.786511e+00 9.999999e-01 9.999779e-01 9.999981e-01 9.999998e-01 1.195214e+00 3 0 -3.335526e-06 7.296189e-05 3.117901e-06 6.470291e-06 -6.984398e-05
3.750000e-01 6.036286e+00 1.000000e+00 9.999931e-01 9.999994e-01 9.999999e-01 1.195224e+00 3 0 -4.091690e-06 5.815161e-05 4.138357e-07 5.039150e-06 -5.773778e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.250000e-01 6.058925e+00 9.999999e-01 9.999939e-01 9.999997e-01 9.999999e-01 1.195225e+00 3 0 -8.455460e-07 2.096055e-05 8.101918e-07 1.134312e-06 -2.015036e-05
6.274018e-01 6.309132e+00 1.000000e+00 9.999982e-01 9.999999e-01 9.999999e-01 1.195227e+00 3 0 -1.120796e-06 1.633780e-05 1.091781e-07 6.976938e-07 -1.622862e-05
3.750000e-01 6.036286e+00 1.000000e+00 9.999936e-01 9.999995e-01 9.999999e-01 1.195224e+00 3 0 -8.869752e-07 2.180607e-05 7.006004e-07 1.871962e-06 -2.110547e-05
3.774018e-01 6.286511e+00 1.000000e+00 9.999981e-01 9.999998e-01 1.000000e+00 1.195227e+00 3 0 -1.170848e-06 1.701445e-05 3.223603e-08 1.420743e-06 -1.698222e-05
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.274018e-01 6.309132e+00 1.000000e+00 9.999984e-01 9.999999e-01 9.999999e-01 1.195228e+00 3 0 -1.956213e-07 5.794910e-06 1.408748e-07 3.557548e-07 -5.654035e-06
6.345151e-01 6.559747e+00 1.000000e+00 9.999996e-01 1.000000e+00 1.000000e+00 1.195228e+00 3 0 -2.945035e-07 4.419180e-06 -2.852277e-09 2.209046e-07 -4.422032e-06
3.774018e-01 6.286511e+00 1.000000e+00 9.999983e-01 9.999999e-01 1.000000e+00 1.195228e+00 3 0 -2.099736e-07 6.068820e-06 1.178172e-07 5.080859e-07 -5.951003e-06
3.845151e-01 6.537178e+00 1.000000e+00 9.999995e-01 1.000000e+00 1.000000e+00 1.195228e+00 3 0 -3.106055e-07 4.634624e-06 -1.884383e-08 3.739890e-07 -4.653468e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.345151e-01 6.559747e+00 1.000000e+00 9.999996e-01 1.000000e+00 1.000000e+00 1.195228e+00 3 0 -3.910951e-08 1.488535e-06 8.614321e-09 1.105703e-07 -1.479920e-06
6.460663e-01 6.810740e+00 1.000000e+00 9.999999e-01 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -7.169305e-08 1.110335e-06 -1.088106e-08 7.005207e-08 -1.121216e-06
3.845151e-01 6.537178e+00 1.000000e+00 9.999996e-01 1.000000e+00 1.000000e+00 1.195228e+00 3 0 -4.346249e-08 1.571271e-06 5.174171e-09 1.312027e-07 -1.566096e-06
3.960663e-01 6.788260e+00 1.000000e+00 9.999999e-01 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -7.643124e-08 1.174109e-06 -1.324986e-08 9.331210e-08 -1.187359e-06
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.460663e-01 6.810740e+00 1.000000e+00 9.999999e-01 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -6.444101e-09 3.548095e-07 -6.782389e-09 3.436736e-08 -3.615919e-07
6.616116e-01 7.062070e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -1.618529e-08 2.588008e-07 -5.628898e-09 2.237713e-08 -2.644297e-07
3.960663e-01 6.788260e+00 1.000000e+00 9.999999e-01 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -7.601708e-09 3.779438e-07 -6.791556e-09 3.296803e-08 -3.847354e-07
4.116116e-01 7.039710e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -1.745685e-08 2.762331e-07 -5.647170e-09 2.266866e-08 -2.818803e-07
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.616116e-01 7.062070e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -7.697815e-10 7.835539e-08 -4.188741e-09 1.063181e-08 -8.254413e-08
6.805537e-01 7.313677e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -3.393883e-09 5.586604e-08 -2.114116e-09 7.115705e-09 -5.798016e-08
4.116116e-01 7.039710e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -1.037800e-09 8.430529e-08 -3.942097e-09 8.298972e-09 -8.824738e-08
4.305537e-01 7.291469e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -3.704022e-09 6.023944e-08 -1.956574e-09 5.566409e-09 -6.219602e-08
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
6.805537e-01 7.313677e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -2.960082e-11 1.600019e-08 -1.625236e-09 3.222954e-09 -1.762543e-08
7.021646e-01 7.565493e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -6.626072e-10 1.114490e-08 -6.688913e-10 2.204022e-09 -1.181379e-08
4.305537e-01 7.291469e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -8.259529e-11 1.739903e-08 -1.503979e-09 2.144453e-09 -1.890301e-08
4.521646e-01 7.543464e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -7.310460e-10 1.214585e-08 -5.921648e-10 1.426458e-09 -1.273802e-08
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
7.021646e-01 7.565493e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 1.469691e-11 3.013651e-09 -5.115783e-10 9.392423e-10 -3.525230e-09
7.256137e-01 7.817443e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -1.208631e-10 2.049149e-09 -1.868479e-10 6.506031e-10 -2.235997e-09
4.521646e-01 7.543464e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 6.167867e-12 3.312229e-09 -4.700676e-10 5.706878e-10 -3.782297e-09
4.756137e-01 7.795615e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -1.344559e-10 2.256659e-09 -1.609985e-10 3.822029e-10 -2.417658e-09
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
7.256137e-01 7.817443e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 4.737366e-12 5.215705e-10 -1.395043e-10 2.580201e-10 -6.610748e-10
7.500000e-01 8.069446e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -2.075751e-11 3.468368e-10 -4.714653e-11 1.814530e-10 -3.939833e-10
4.756137e-01 7.795615e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 3.771742e-12 5.788728e-10 -1.278167e-10 1.527056e-10 -7.066895e-10
5.000000e-01 8.047835e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.195229e+00 3 0 -2.314368e-11 3.854492e-10 -3.991868e-11 1.044742e-10 -4.253678e-10
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.000000e+00 8.838835e-02 6.821764e-01 1.708400e+00 1.194320e+00 5.846935e-01 1.902902e+00 3 0 -4.309239e-02 -5.921328e-01 9.896121e-01 9.709091e-02 1.581745e+00
1.024386e+00 3.400649e-01 5.913768e-01 1.524783e+00 1.255820e+00 4.807789e-01 1.851577e+00 3 0 -5.384831e-02 -8.450977e-01 1.088385e+00 1.742314e-01 1.933483e+00
7.500000e-01 6.944628e-02 6.764287e-01 1.734283e+00 9.457348e-01 5.765510e-01 1.808340e+00 3 0 -4.724630e-02 -5.559229e-01 9.965407e-01 -8.223612e-03 1.552464e+00
7.743863e-01 3.214241e-01 5.753275e-01 1.557770e+00 9.717544e-01 4.610522e-01 1.733384e+00 3 0 -6.271991e-02 -8.271608e-01 1.176236e+00 -4.720807e-02 2.003397e+00
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.024386e+00 3.400649e-01 5.904066e-01 1.527164e+00 1.253510e+00 4.781096e-01 1.855563e+00 3 0 -4.293306e-02 -9.491493e-01 1.140483e+00 6.375342e-02 2.089632e+00
1.047835e+00 5.916459e-01 5.336736e-01 1.259422e+00 1.305617e+00 4.173100e-01 1.733779e+00 3 0 -2.581712e-02 -1.173864e+00 1.142010e+00 1.322473e-01 2.315874e+00
7.743863e-01 3.214241e-01 5.770048e-01 1.559622e+00 9.626196e-01 4.612929e-01 1.732391e+00 3 0 -5.190341e-02 -9.336245e-01 1.185476e+00 -1.275813e-02 2.119101e+00
7.978354e-01 5.733011e-01 5.076767e-01 1.288001e+00 1.000555e+00 3.874836e-01 1.577787e+00 3 0 -3.369950e-02 -1.220787e+00 1.284625e+00 7.600378e-03 2.505413e+00
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.047835e+00 5.916459e-01 5.304743e-01 1.260643e+00 1.305586e+00 4.121101e-01 1.740238e+00 3 0 -2.832743e-02 -1.211716e+00 1.209263e+00 1.750627e-02 2.420979e+00
1.069446e+00 8.430755e-01 5.205203e-01 9.509899e-01 1.338088e+00 4.032729e-01 1.576244e+00 3 0 1.983597e-02 -1.242318e+00 1.172968e+00 4.280081e-02 2.415286e+00
7.978354e-01 5.733011e-01 5.085783e-01 1.289714e+00 9.897971e-01 3.866488e-01 1.575832e+00 3 0 -2.585545e-02 -1.246896e+00 1.315115e+00 -2.490096e-02 2.562011e+00
8.194463e-01 8.250090e-01 4.898749e-01 9.623481e-01 1.028371e+00 3.688014e-01 1.371880e+00 3 0 3.599850e-03 -1.343693e+00 1.301940e+00 3.899309e-02 2.645632e+00
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.069446e+00 8.430755e-01 5.163784e-01 9.525001e-01 1.339678e+00 3.969861e-01 1.584435e+00 3 0 1.625954e-02 -1.279555e+00 1.218168e+00 -6.203982e-02 2.497724e+00
1.088388e+00 1.094306e+00 5.567390e-01 6.523725e-01 1.345810e+00 4.428639e-01 1.417228e+00 3 0 6.934361e-02 -1.118394e+00 1.129662e+00 -5.117025e-02 2.248056e+00
8.194463e-01 8.250090e-01 4.890536e-01 9.644023e-01 1.021702e+00 3.659940e-01 1.372603e+00 3 0 -1.035463e-03 -1.334514e+00 1.338084e+00 -1.766152e-02 2.672598e+00
8.383883e-01 1.076488e+00 5.216322e-01 6.471292e-01 1.050732e+00 4.026943e-01 1.187009e+00 3 0 5.694205e-02 -1.191634e+00 1.248349e+00 1.510966e-02 2.439983e+00
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.088388e+00 1.094306e+00 5.537201e-01 6.513101e-01 1.348015e+00 4.379082e-01 1.422802e+00 3 0 5.947601e-02 -1.047670e+00 1.155635e+00 -1.628355e-01 2.203305e+00
1.103934e+00 1.345301e+00 6.335288e-01 4.192664e-01 1.326039e+00 5.300565e-01 1.285004e+00 3 0 1.206672e-01 -8.490247e-01 1.019301e+00 -1.319233e-01 1.868326e+00
8.383883e-01 1.076488e+00 5.198277e-01 6.472774e-01 1.047728e+00 3.989662e-01 1.188086e+00 3 0 4.403705e-02 -1.121745e+00 1.276391e+00 -2.594446e-02 2.398136e+00
8.539337e-01 1.327690e+00 5.964675e-01 3.977416e-01 1.063536e+00 4.858241e-01 1.063330e+00 3 0 1.132583e-01 -9.070426e-01 1.110761e+00 -1.189975e-02 2.017804e+00
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.103934e+00 1.345301e+00 6.325973e-01 4.140324e-01 1.327929e+00 5.279288e-01 1.286862e+00 3 0 1.014647e-01 -6.059894e-01 1.037034e+00 -2.417514e-01 1.643023e+00
1.115485e+00 1.596031e+00 7.315215e-01 2.844681e-01 1.284057e+00 6.473702e-01 1.181576e+00 3 0 1.559454e-01 -4.997614e-01 8.697810e-01 -1.855843e-01 1.369542e+00
8.539337e-01 1.327690e+00 5.956909e-01 3.931148e-01 1.062495e+00 4.837425e-01 1.062494e+00 3 0 9.238184e-02 -6.708984e-01 1.127669e+00 -5.220589e-02 1.798568e+00
8.654849e-01 1.578575e+00 6.977033e-01 2.497999e-01 1.065042e+00 6.047975e-01 9.930282e-01 3 0 1.531044e-01 -5.448658e-01 9.191791e-01 -2.352320e-02 1.464045e+00
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.115485e+00 1.596031e+00 7.324886e-01 2.763995e-01 1.285573e+00 6.479895e-01 1.181576e+00 3 0 1.321544e-01 -1.395346e-01 8.773845e-01 -2.730845e-01 1.016919e+00
1.122598e+00 1.846477e+00 8.269950e-01 2.527205e-01 1.229626e+00 7.680548e-01 1.100902e+00 3 0 1.666886e-01 -1.223655e-01 7.019887e-01 -2.085014e-01 8.243542e-01
8.654849e-01 1.578575e+00 6.981233e-01 2.414628e-01 1.065869e+00 6.046675e-01 9.924650e-01 3 0 1.276875e-01 -1.727950e-01 9.268778e-01 -7.156882e-02 1.099673e+00
8.725982e-01 1.829117e+00 8.007104e-01 2.104699e-01 1.057114e+00 7.332190e-01 9.519634e-01 3 0 1.662220e-01 -1.518815e-01 7.155947e-01 -3.310354e-02 8.674762e-01
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.122598e+00 1.846477e+00 8.282174e-01 2.449338e-01 1.231491e+00 7.691721e-01 1.101164e+00 3 0 1.453840e-01 2.312079e-01 7.015735e-01 -2.596920e-01 4.703655e-01
1.125000e+00 2.096626e+00 9.021914e-01 3.076448e-01 1.172119e+00 8.674233e-01 1.044498e+00 3 0 1.541902e-01 2.175419e-01 5.316463e-01 -2.129098e-01 3.141044e-01
8.725982e-01 1.829117e+00 8.012248e-01 2.019271e-01 1.059690e+00 7.334247e-01 9.529259e-01 3 0 1.425303e-01 2.289180e-01 7.163302e-01 -6.536728e-02 4.874122e-01
8.750000e-01 2.079299e+00 8.843143e-01 2.639361e-01 1.044345e+00 8.428113e-01 9.325298e-01 3 0 1.533791e-01 2.086599e-01 5.257592e-01 -4.931093e-02 3.170994e-01
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.125000e+00 2.096626e+00 9.025115e-01 3.026449e-01 1.174273e+00 8.672438e-01 1.045505e+00 3 0 1.396922e-01 4.615440e-01 5.301851e-01 -2.137513e-01 6.864106e-02
1.122598e+00 2.346477e+00 9.512050e-01 4.194941e-01 1.119701e+00 9.337890e-01 1.019934e+00 3 0 1.256986e-01 4.503826e-01 3.786658e-01 -2.007491e-01 -7.171677e-02
8.750000e-01 2.079299e+00 8.847369e-01 2.582476e-01 1.046929e+00 8.427985e-01 9.337373e-01 3 0 1.376618e-01 4.805184e-01 5.242863e-01 -5.161258e-02 4.376795e-02
8.725982e-01 2.329117e+00 9.404064e-01 3.795180e-01 1.030507e+00 9.186395e-01 9.390550e-01 3 0 1.247882e-01 4.628403e-01 3.657770e-01 -5.401306e-02 -9.706328e-02
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.122598e+00 2.346477e+00 9.510484e-01 4.177824e-01 1.121089e+00 9.328473e-01 1.020962e+00 3 0 1.203438e-01 5.490634e-01 3.747892e-01 -1.624118e-01 -1.742743e-01
1.115485e+00 2.596031e+00 9.783668e-01 5.541205e-01 1.077066e+00 9.707434e-01 1.027703e+00 3 0 9.140695e-02 5.458919e-01 2.539951e-01 -1.644262e-01 -2.918968e-01
8.725982e-01 2.329117e+00 9.406541e-01 3.774339e-01 1.032264e+00 9.182427e-01 9.401784e-01 3 0 1.181658e-01 5.803355e-01 3.631029e-01 -3.772345e-02 -2.172325e-01
8.654849e-01 2.578575e+00 9.724499e-01 5.213493e-01 1.018183e+00 9.624199e-01 9.717949e-01 3 0 8.994212e-02 5.740838e-01 2.413540e-01 -4.717121e-02 -3.327298e-01
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.115485e+00 2.596031e+00 9.779624e-01 5.548238e-01 1.077714e+00 9.695469e-01 1.028886e+00 3 0 9.299444e-02 5.264793e-01 2.494855e-01 -1.139387e-01 -2.769938e-01
1.103934e+00 2.845301e+00 9.914587e-01 6.836993e-01 1.045863e+00 9.884891e-01 1.057613e+00 3 0 5.915127e-02 5.252734e-01 1.603165e-01 -1.189679e-01 -3.649569e-01
8.654849e-01 2.578575e+00 9.725008e-01 5.220034e-01 1.019103e+00 9.618117e-01 9.730764e-01 3 0 9.097437e-02 5.616796e-01 2.386571e-01 -2.400740e-02 -3.230224e-01
8.539337e-01 2.827690e+00 9.883678e-01 6.594291e-01 1.009114e+00 9.841610e-01 1.020984e+00 3 0 5.734748e-02 5.596180e-01 1.506297e-01 -3.275197e-02 -4.089883e-01
VARIABLES = "X", "Y", "ro", "u", "v", "pre", "Ma", "PART", "IMEX", "Ux", "Uy", "Vx", "Vy", "Vort" 
ZONE I=2, J=2, DATAPACKING=POINT
1.103934e+00 2.845301e+00 9.909623e-01 6.856388e-01 1.046131e+00 9.873799e-01 1.059032e+00 3 0 6.466024e-02 4.395488e-01 1.565130e-01 -7.285076e-02 -2.830358e-01
1.088388e+00 3.094306e+00 9.970545e-01 7.917704e-01 1.025299e+00 9.960419e-01 1.095395e+00 3 0 3.383681e-02 4.358834e-01 9.526843e-02 -7.710718e-02 -3.406150e-01
8.539337e-01 2.827690e+00 9.882853e-01 6.615111e-01 1.009532e+00 9.835829e-01 1.022502e+00 3 0 6.292458e-02 4.718023e-01 1.485931e-01 -1.215279e-02 -3.232092e-01
